ingredients
"['チョコレート', 'バター', '卵', '砂糖', '小麦粉', '好きジャム']"
"['生クリーム', 'チョコ', 'バター', '砂糖', '卵', '小麦粉']"
"['卵', 'グラニュー', 'チョコレート', '食塩', '小麦粉', '卵白']"
"['フォンダンショコラ', 'アイスクリーム', 'イチゴ', 'コイン']"
"['チョコレート', '卵', '砂糖', '小麦粉', 'バター', '生地']"
"['チョコレート', 'バター', '卵', 'グラニュー', '小麦粉']"
"['チョコ', 'バター', 'ココア']"
"['チョコレート', '食塩', '卵', '砂糖', '小麦粉']"
"['チョコレート', '生クリーム', '酒', 'チョコレート', '生クリーム', '卵黄', '卵白', '食塩', 'グラニュー', 'ココア', 'インスタント']"
